rank,config_hash,method,timeframe,entry_method,direction_mode,sl_pips,tp_pips,total_entry,standard_lot_win_rate_pct,standard_lot_profit_factor_same_cost_model,standard_lot_net_profit_usd_same_cost_model,standard_lot_ev_per_trade_usd_same_cost_model,avg_win_loss_ratio,standard_lot_max_dd_pct_starting_equity_10000,recovery_factor,max_consecutive_loss,standard_lot_sqn_same_cost_model,oos_profit_factor,monte_carlo_pass,mc_95pct_max_drawdown_pct,positive_years_pct,worst_year,worst_year_net_profit_usd,backtest_start_utc,backtest_end_utc,history_years,sample_v11,correlation_max,correlation_gate,tier_v1
1,7c00212eb6bd65ad07e432d4a261d3f3240478d4d4698cf57e99c549684b61cb,CANDLE_ENGULFING f34/s144 p1=66.0 p2=58.0 p3=1.0 off=2.75 exp=8,D1,LIMIT,LONG_ONLY,2350.0,2350.0,148,65.54054054054055,1.2641504115793927,38273.57900000003,258.6052635135137,0.6646564019644231,44.682042357240356,2.0805543922500815,5,1.3824758652323004,1.0451049200392055,False,220.60186588585367,59.25925925925926,2012,-10951.168000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,148/300 FAIL,0.0,PASS,LIBRARY
