rank,origin,config_hash,method,family,timeframe,entry_method,direction_mode,sl_pips,tp_pips,total_entry,standard_lot_win_rate_pct,standard_lot_profit_factor_same_cost_model,standard_lot_net_profit_usd_same_cost_model,standard_lot_ev_per_trade_usd_same_cost_model,avg_win_loss_ratio,standard_lot_max_dd_pct_starting_equity_10000,recovery_factor,max_consecutive_loss,standard_lot_sqn_same_cost_model,oos_profit_factor,monte_carlo_pass,mc_95pct_max_drawdown_pct,positive_years_pct,worst_year,worst_year_net_profit_usd,backtest_start_utc,backtest_end_utc,history_years,sample_v11,correlation_max,correlation_gate,tier_v1
80,DISCOVERY_PREVIOUS,5552d00fa27463f19cfb80fcaab93cc984dcce6527c53caae06d1c91c137e193,BAND_HYBRID f21/s26 p1=2.0 p2=1.5 p3=1.0 off=5.0 exp=8,BAND_HYBRID,D1,LIMIT,LONG_ONLY,2350.0,2450.0,147,61.904761904761905,1.1848935140951395,31179.26500000002,212.10384353741512,0.7291652394431627,69.26037743266237,0.6838037976349224,4,0.8354884228580575,0.9143876049427015,False,331.29026166853174,62.96296296296296,2022,-12051.104000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,147/300 FAIL,0.3648501385571316,PASS,LIBRARY
81,DISCOVERY_PREVIOUS,e7a8917110d62b9beebe338d269ebfc29057cbec1f3a451b15ec485c8ab1a0aa,CANDLE_ENGULFING f26/s144 p1=55.0 p2=66.0 p3=1.0 off=1.75 exp=6,CANDLE_ENGULFING,D1,LIMIT,LONG_ONLY,1900.0,2300.0,160,60.0,1.181578025378315,27665.08450000001,172.90677812500007,0.7877186835855433,50.51595917673496,1.0189664003255372,7,1.032338458821066,1.1004987541217828,False,248.30538095964167,55.55555555555556,2022,-9953.968,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,160/300 FAIL,0.49981447735760454,PASS,LIBRARY
82,DISCOVERY_PREVIOUS,eabd6974b979cad0d65bb5084c4612036eb2272e703c6156f514a28e33a188a2,VOLATILITY_REGIME f5/s34 p1=1.3 p2=0.8 p3=1.0 off=1.25 exp=8,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,1500.0,2350.0,134,53.73134328358209,1.177880485419509,22245.39500000003,166.01041044776142,1.0142859735556884,39.625563905903185,1.5540188890453728,4,0.8407905824650415,1.030381495383736,False,261.2947029999999,55.55555555555556,2022,-7415.872000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,134/300 FAIL,0.42175976613655236,PASS,LIBRARY
83,DISCOVERY_PREVIOUS,349543cfa42db15be16fae6dcdb7b93a659037ec797aa7216f0647ae317cda38,FIBONACCI f10/s20 p1=0.786 p2=3.0 p3=1.0 off=1.0 exp=8,FIBONACCI,D1,LIMIT,LONG_ONLY,2200.0,2500.0,108,60.18518518518518,1.1741953907219596,20007.082,185.25075925925924,0.776775412323758,57.29127341951147,1.1406421320815643,5,0.8199073388030826,1.3260307230361903,False,265.21593719294634,51.851851851851855,2015,-7771.264,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,108/300 FAIL,0.31031699831408505,PASS,LIBRARY
84,DISCOVERY,9ee5090722c1f731e748173d3a156a3989ab7908c90912a975ec81279958e277,BOLLINGER_REVERSION_V2 f10/s20 p1=1.5 p2=40.0 p3=1.0 off=3.5 exp=12,BOLLINGER_REVERSION_V2,D1,LIMIT,LONG_ONLY,1850.0,2300.0,137,59.12408759124087,1.1736107063242445,22895.20200000002,167.11826277372276,0.8113851796809592,51.29237138735181,0.8384771441094203,6,0.9214021064553868,0.7049162361188874,False,249.79208909906748,62.96296296296296,2022,-11696.160000000002,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,137/300 FAIL,0.3938090554618973,PASS,LIBRARY
85,DISCOVERY_PREVIOUS,cfd47dec93b09e11ede41b3d31ecbc385e18755869271e3c160dfa1e1dbb7135,CANDLE_ENGULFING f26/s144 p1=55.0 p2=52.0 p3=1.0 off=1.75 exp=9,CANDLE_ENGULFING,D1,LIMIT,BOTH,2450.0,2250.0,213,64.78873239436619,1.1728467569845118,38014.37799999999,178.4712582159624,0.6374167157524521,64.50080923458576,1.5221064808882918,4,1.0992315701944013,1.1768386362997538,False,296.74314656118435,48.148148148148145,2012,-14069.632000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,213/300 FAIL,0.47304137922568645,PASS,LIBRARY
86,DISCOVERY_PREVIOUS,8fd41e490c0355123d4fdf92db9a94b851ba8dcb87345b2eaa3289c4696488b2,VOLATILITY_REGIME f20/s21 p1=1.5 p2=1.0 p3=1.0 off=2.5 exp=10,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,2450.0,2450.0,142,62.67605633802817,1.166416146598386,26261.42,184.93957746478873,0.6946073681990387,42.992198716424085,0.9921111406621169,6,0.8941337432645712,0.5263726585499116,False,287.6836592126456,62.96296296296296,2026,-21777.824,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,142/300 FAIL,0.31968062637372635,PASS,LIBRARY
87,DISCOVERY_PREVIOUS,65a90f7223f1c474bea6b231c12a368ab54a40067515ee3eb11cada7b64b7b71,FIBONACCI f8/s13 p1=0.786 p2=8.0 p3=1.0 off=4.75 exp=12,FIBONACCI,D1,LIMIT,LONG_ONLY,2450.0,2450.0,198,62.121212121212125,1.1612669484798221,36635.07299999994,185.0256212121209,0.7080896027315988,45.547373993867986,1.1523443358433298,4,0.9888230294118111,0.8568989235805017,False,325.4781060951971,66.66666666666667,2026,-11356.079999999945,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,198/300 FAIL,0.27245765024589513,PASS,LIBRARY
88,DISCOVERY_PREVIOUS,72c8d49b8ab75fb4f302ea12d8c9840f476c733d2cdfbc41990665f3b3a976e6,VOLATILITY_REGIME f7/s10 p1=1.05 p2=0.6 p3=1.0 off=1.0 exp=4,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,2400.0,2450.0,167,62.874251497005986,1.1526599799790946,28397.742000000042,170.0463592814374,0.6806182738924178,47.55743602689249,1.2476285265003326,4,0.8386529539905638,0.8600021865713534,False,320.4651804498448,62.96296296296296,2026,-12773.984,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,167/300 FAIL,0.46056858801885153,PASS,LIBRARY
89,DISCOVERY_PREVIOUS,7fa716f490efb827027c5c4c0772f5fc1ea5e2a9ce9f9475eb03c6efc1514c4f,PRICE_STRUCTURE f13/s89 p1=52.0 p2=55.0 p3=1.0 off=5.0 exp=11,PRICE_STRUCTURE,D1,LIMIT,BOTH,2350.0,2350.0,173,63.005780346820806,1.1384814639204073,26316.35200000005,152.1176416184974,0.6684661806505144,42.38471230276301,0.986935838477716,4,0.7730438162679011,0.7917755584944667,False,331.72168593204344,62.96296296296296,2026,-12884.927999999965,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,173/300 FAIL,0.4952178721506978,PASS,LIBRARY
90,DISCOVERY_PREVIOUS,0daf3fd68aaf0c76529a7ca4f42b694fc4757a6fd9a05a80ba884ac2c08aa988,FIBONACCI f13/s20 p1=0.786 p2=5.0 p3=1.0 off=1.25 exp=12,FIBONACCI,D1,LIMIT,LONG_ONLY,1750.0,2450.0,153,54.90196078431372,1.1346138733617737,20930.749999999953,136.80228758169903,0.9320042531185999,70.85959448730078,0.6529507825645101,5,0.7477041945199218,1.438850203841586,False,288.5347761022896,51.851851851851855,2016,-8845.776,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,153/300 FAIL,0.48631731489732677,PASS,LIBRARY
91,DISCOVERY_PREVIOUS,02d0dc10d1f5b7a2f1798f1ef77d1f9052578f986b99d5c67162ab221c2d49e5,ROLLING_ZSCORE f13/s20 p1=1.3 p2=55.0 p3=1.0 off=3.75 exp=12,ROLLING_ZSCORE,D1,LIMIT,LONG_ONLY,2400.0,2400.0,198,62.121212121212125,1.127560561785159,28341.06349999991,143.1366843434339,0.6875369279177799,61.92819525385632,0.5762968816391604,8,0.8008042353161761,0.6186472564946429,False,347.611699192767,66.66666666666667,2023,-17356.112000000016,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,198/300 FAIL,0.2838314864283127,PASS,LIBRARY
92,DISCOVERY_PREVIOUS,8ffc84ce4e2f10f23e2456f35a0a6a3ff0c5c04668586f6696c9ccc1a46f0ffb,CANDLE_ENGULFING f50/s89 p1=58.0 p2=58.0 p3=1.0 off=3.0 exp=7,CANDLE_ENGULFING,D1,LIMIT,BOTH,2150.0,2350.0,205,59.51219512195122,1.0932517837178184,20288.542999999998,98.96850243902438,0.7437696561358929,95.72545731201635,0.6447173424831932,5,0.6106494669027154,1.4077543229464493,False,367.7030461429347,51.851851851851855,2006,-12245.801000000005,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,205/300 FAIL,0.46716739489833436,PASS,LIBRARY
93,DISCOVERY_PREVIOUS,4c174439c0c7ea5631baf671697362f6a11dfa6db5cfe0e16d45ead3f4030e05,DONCHIAN f3/s100 p1=62.0 p2=55.0 p3=1.0 off=0.75 exp=11,DONCHIAN,D1,LIMIT,BOTH,2250.0,2500.0,123,62.60162601626016,1.1991896565146911,25887.563000000006,210.46799186991873,0.716399015580205,42.46893420078355,0.9771883000562277,4,0.9813667817387304,0.6290260156703804,False,253.9274112846112,48.148148148148145,2026,-10084.080000000002,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,123/300 FAIL,0.4694685774702744,PASS,LIBRARY
94,DISCOVERY_PREVIOUS,adb7f13e564aa84c602bb29fb8f74af3f9033c97b17708d4f1748e0614455a87,BAND_HYBRID f5/s13 p1=1.0 p2=1.5 p3=1.0 off=1.0 exp=4,BAND_HYBRID,D1,LIMIT,LONG_ONLY,2300.0,2450.0,128,63.28125,1.1990424023800745,26915.978999999992,210.28108593749994,0.6957406532328827,48.03575010182734,1.0019253464529223,6,1.00026947908126,0.733224698034103,False,261.74782203901475,51.851851851851855,2018,-13543.456,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,128/300 FAIL,0.29615051705895956,PASS,LIBRARY
95,DISCOVERY_PREVIOUS,7141ea99227e1fbef3aa23de8e75456d8103683836af8c9a25432c7394441bc7,BOLLINGER_SQUEEZE f14/s21 p1=0.05 p2=1.8 p3=1.0 off=1.75 exp=9,BOLLINGER_SQUEEZE,D1,STOP,LONG_ONLY,2250.0,2350.0,122,64.75409836065573,1.1981868239117943,24217.629999999997,198.5051639344262,0.6521776383317361,36.653705139265824,1.2231650123197189,4,0.9673667834109497,0.7306751905387466,False,243.43414035825637,48.148148148148145,2022,-11498.448000000004,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,122/300 FAIL,0.38289651975471334,PASS,LIBRARY
96,DISCOVERY_PREVIOUS,793b87a3db50513e00f1d249f87abcdd72966d1c0e1e48437dd1c805a02d4a49,BOLLINGER_REVERSION_V2 f5/s13 p1=1.5 p2=25.0 p3=1.0 off=1.0 exp=7,BOLLINGER_REVERSION_V2,D1,LIMIT,LONG_ONLY,1550.0,2150.0,117,57.26495726495727,1.196580669846298,20178.64700000002,172.46706837606854,0.8929706491390285,36.14530516772211,1.290699216983006,5,0.9463987741253187,0.6927635057523662,False,221.3955294104029,51.851851851851855,2026,-11980.416000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,117/300 FAIL,0.4276293735423475,PASS,LIBRARY
97,DISCOVERY_PREVIOUS,ae36b999eb8e29ee9caf6ea8735c52033884e9ea504b0151368aa28173115166,CANDLE_ENGULFING f21/s144 p1=66.0 p2=55.0 p3=1.0 off=3.75 exp=11,CANDLE_ENGULFING,D1,LIMIT,LONG_ONLY,2500.0,2500.0,143,63.63636363636363,1.1921652676694359,29998.548000000006,209.780055944056,0.6812372958111061,40.91227259425311,1.5096252324935382,6,1.0214173981276846,0.9979708572161448,False,271.2089734617295,55.55555555555556,2012,-13358.24,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,143/300 FAIL,0.4859120356295366,PASS,LIBRARY
98,DISCOVERY_PREVIOUS,c349e409c04ad67455af7432a360e0ae79cc247f9bf650cea88b2e980a720743,FIBONACCI f8/s14 p1=0.786 p2=3.0 p3=1.0 off=1.75 exp=10,FIBONACCI,D1,LIMIT,LONG_ONLY,2400.0,2500.0,116,62.93103448275862,1.1863705256443977,23537.17649999995,202.9066939655168,0.6988209945576589,51.24734060331806,1.0028465041536607,4,0.8955643864184535,0.9597363626677182,False,261.2236698087101,55.55555555555556,2018,-9159.168000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,116/300 FAIL,0.4297829774667743,PASS,LIBRARY
99,DISCOVERY_PREVIOUS,4216671312d50c299a98dbc7fd810c480800cf792e5a6d618a6cfd96198b7dd5,VOLATILITY_REGIME f5/s10 p1=1.3 p2=0.9 p3=1.0 off=2.5 exp=11,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,2500.0,2500.0,127,63.77952755905512,1.1818045540460254,25798.564000000013,203.13829921259853,0.6711482652607057,37.72180711426417,1.189798560503426,3,0.9085646490192029,0.726182469744891,False,283.72706881604284,59.25925925925926,2026,-19151.936,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,127/300 FAIL,0.2928531023717181,PASS,LIBRARY
100,DISCOVERY_PREVIOUS,382535314ca4ed32467ca45c8710e91552ee13e9ec52a2b5fda49dc28d87d38f,RSI_REVERSION f20/s26 p1=35.0 p2=55.0 p3=1.0 off=4.25 exp=7,RSI_REVERSION,D1,LIMIT,LONG_ONLY,2250.0,2350.0,119,61.34453781512605,1.1734202880556694,22253.20500000002,187.0017226890758,0.7394155239802849,43.89087974162532,0.9997608557043856,4,0.8236987015287098,0.6067869837875333,False,281.6403935194982,55.55555555555556,2026,-10912.239999999982,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,119/300 FAIL,0.3226375876740715,PASS,LIBRARY
101,DISCOVERY_PREVIOUS,baa74853962cc3f30213b3e33aa0f5c7bc8216c6c63ba435afdd1515ee96492d,VOLATILITY_REGIME f14/s20 p1=1.05 p2=0.9 p3=1.0 off=1.0 exp=7,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,1800.0,2450.0,113,56.63716814159292,1.1730259505210483,20592.034999999993,182.23039823008844,0.8980979933676776,49.10996455898024,0.7838645905151939,6,0.7586738068726872,0.7237267083613259,False,285.5227244670745,55.55555555555556,2022,-17274.944,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,113/300 FAIL,0.39132852304495896,PASS,LIBRARY
102,DISCOVERY_PREVIOUS,b108c7b47aad301100275000958a90f913dfa159c35b59aaa5208735e0803860,BOLLINGER_REVERSION_V2 f5/s20 p1=2.0 p2=35.0 p3=1.0 off=1.25 exp=6,BOLLINGER_REVERSION_V2,D1,LIMIT,LONG_ONLY,2450.0,2500.0,102,60.78431372549019,1.1718877648825377,20553.249500000034,201.50244607843172,0.7560566225048629,54.57818552402952,1.1060342955261104,5,0.7522418851944926,0.7913012617471131,False,295.01539326526625,51.851851851851855,2012,-12986.960000000001,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,102/300 FAIL,0.4437141608882412,PASS,LIBRARY
103,DISCOVERY_PREVIOUS,6da3c62db864994753b78eaa40fa78c00ab23b9e8f1ea6399dc20dea2adcc9e5,ROLLING_ZSCORE f7/s34 p1=1.7 p2=55.0 p3=1.0 off=2.25 exp=10,ROLLING_ZSCORE,D1,LIMIT,LONG_ONLY,2450.0,2500.0,152,63.81578947368421,1.1715856022622528,28634.090000000004,188.3821710526316,0.6643011146847826,53.56661394196847,0.6424640908710705,5,0.9462698562898613,0.42093631922764757,False,287.7701242981206,51.851851851851855,2025,-13878.432,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,152/300 FAIL,0.48068009568913483,PASS,LIBRARY
104,DISCOVERY_PREVIOUS,02ab34a779b8e66839c542cc1deb8ae33118ef5d6d111a367b47599eb3c885b1,VOLUME f26/s144 p1=1.4 p2=55.0 p3=1.0 off=0.5 exp=3,VOLUME,D1,LIMIT,BOTH,1650.0,2450.0,121,53.71900826446281,1.167081408909455,20179.057999999997,166.76907438016528,1.005485521521992,66.83600171226747,0.8901398775872605,7,0.7592004342698461,0.9858424429137818,False,269.8883919999995,51.851851851851855,2022,-5645.152,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,121/300 FAIL,0.47367483692125095,PASS,LIBRARY
105,DISCOVERY_PREVIOUS,7dd97cce11f10cbb2f45d991e906b9cc814af8e274840c9955f7e2357ebcd601,FIBONACCI f3/s5 p1=0.618 p2=5.0 p3=1.0 off=1.25 exp=12,FIBONACCI,D1,LIMIT,LONG_ONLY,2350.0,2500.0,128,60.15625,1.1424245061077485,21012.860999999917,164.16297656249935,0.7566707767726646,54.92793552390112,0.6681531606813855,5,0.7160305420643384,0.7117177121718362,False,315.2647231990083,51.851851851851855,2024,-13184.128000000022,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,128/300 FAIL,0.470873305784351,PASS,LIBRARY
106,DISCOVERY_PREVIOUS,ae0f2e70e33eb62e246b84d3c830d8297f545eb7cbb573808a920b846942bb25,ROLLING_ZSCORE f7/s50 p1=1.7 p2=55.0 p3=1.0 off=2.0 exp=7,ROLLING_ZSCORE,D1,LIMIT,LONG_ONLY,2450.0,2500.0,146,63.013698630136986,1.1378869952509125,22418.201999999976,153.54932876712311,0.6678901928646661,44.23496361705827,0.8717825455292075,4,0.7565979016655321,0.8165201085171756,False,299.91997129188417,55.55555555555556,2026,-13532.16,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,146/300 FAIL,0.4351043097812098,PASS,LIBRARY
107,DISCOVERY_PREVIOUS,2f713e201c73b2ff7d1b68a698ac8bec1f69e6512477c655a88c5a1e7ce889ef,VOLATILITY_REGIME f5/s26 p1=1.1 p2=0.6 p3=1.0 off=2.25 exp=4,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,1900.0,2300.0,147,59.863945578231295,1.1369041811568297,20552.679000000087,139.81414285714345,0.7622425760028745,45.0167092256408,0.8216296945519084,5,0.6985458409925448,0.7527811937542352,False,312.52504201681273,59.25925925925926,2026,-15411.951999999963,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,147/300 FAIL,0.4981688084754119,PASS,LIBRARY
108,DISCOVERY_PREVIOUS,488594394e81159e3039ac1b9a8b39049c5db51f392f3ba324a60668c6d38b4f,VOLATILITY_REGIME f3/s13 p1=1.2 p2=0.8 p3=1.0 off=2.0 exp=4,VOLATILITY_REGIME,D1,LIMIT,LONG_ONLY,2400.0,1500.0,226,74.77876106194691,1.1317517886210797,21966.9910000001,97.19907522123938,0.3817151003041511,46.9283607837648,0.782347502185324,4,0.7390633808318904,0.6614474826224738,False,308.8356299689045,55.55555555555556,2026,-17741.983999999964,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,226/300 FAIL,0.4309577813117668,PASS,LIBRARY
109,DISCOVERY_PREVIOUS,c947a4b770dfbae4475a09554e7ba2191bd181807ffd678721f8d5c39c20612f,REGRESSION_CHANNEL_BREAKOUT f34/s89 p1=0.01 p2=2.0 p3=1.0 off=1.75 exp=12,REGRESSION_CHANNEL_BREAKOUT,D1,LIMIT,LONG_ONLY,2400.0,2400.0,219,63.926940639269404,1.1311025401445955,31691.693000000007,144.7109269406393,0.638265004795879,58.79980106517508,0.5326223241569659,4,0.860753416246398,0.6538824714318537,False,344.8275643255634,48.148148148148145,2026,-25668.607999999964,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,219/300 FAIL,0.3677076756556726,PASS,LIBRARY
110,DISCOVERY_PREVIOUS,6251e1f8bb7302e43e7726b1090374c40a73d1bcd13d085cf5fb1a4bad49d307,KELTNER_SQUEEZE f34/s144 p1=1.0 p2=1.2 p3=1.0 off=2.5 exp=5,KELTNER_SQUEEZE,D1,LIMIT,LONG_ONLY,2350.0,2450.0,200,63.0,1.1278398281408042,27828.836000000047,139.14418000000023,0.6623821212890438,44.13121649062109,0.931312386818895,5,0.8226593860634933,0.9033411620495624,False,333.0082620735669,48.148148148148145,2025,-10973.151999999956,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,200/300 FAIL,0.36721580681121613,PASS,LIBRARY
111,DISCOVERY_PREVIOUS,d1d421b5ea30a8e63e114f1d8f08f258e5c1ad2630e74957f872eeefa776f3ed,REGRESSION_CHANNEL_BREAKOUT f13/s89 p1=0.02 p2=2.0 p3=1.0 off=2.5 exp=8,REGRESSION_CHANNEL_BREAKOUT,D1,LIMIT,LONG_ONLY,1950.0,2350.0,227,59.91189427312775,1.1175746198307466,28110.872000000076,123.8364405286347,0.7477889000338085,62.22067632225002,0.4478626890173658,5,0.766313689376439,0.610058781448177,False,357.9551815746441,40.74074074074074,2026,-22496.767999999964,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,227/300 FAIL,0.40688258662345655,PASS,LIBRARY
112,DISCOVERY_PREVIOUS,31304b8ad08015e1bbf3a84f12228b02811b8eb9d5eda9f72a88c21d5f8ee3b4,REGRESSION_CHANNEL_BREAKOUT f20/s21 p1=0.05 p2=2.0 p3=1.0 off=1.25 exp=6,REGRESSION_CHANNEL_BREAKOUT,D1,LIMIT,LONG_ONLY,2350.0,2450.0,188,62.234042553191486,1.1058824824423514,22590.30250000006,120.16118351063862,0.6710910790889483,58.86725226864586,0.5237943315592755,4,0.6326947160133055,0.6454228378345126,False,376.26033478972323,51.851851851851855,2025,-11982.207999999966,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,188/300 FAIL,0.4625620663352576,PASS,LIBRARY
113,DISCOVERY,4901ccc283df77d86d65003194f8f560ccc46a643ebc7b66758f50d4bcabe893,MULTI_TIMEFRAME f26/s50 p1=66.0 p2=66.0 p3=1.0 off=5.0 exp=12,MULTI_TIMEFRAME,D1,LIMIT,LONG_ONLY,2100.0,2400.0,243,58.8477366255144,1.0908060335996221,25052.292999999943,103.09585596707795,0.7628014220976379,53.512221633179834,0.6208931368466947,6,0.5719821184188265,0.8498029627437457,False,466.8263120000001,55.55555555555556,2026,-29910.784000000018,2000-10-23 00:00:00+00:00,2026-08-27 00:00:00+00:00,25.842573579739906,243/300 FAIL,0.47108021194357,PASS,LIBRARY
