Metode,TF,Order,Direction,SL,TP,Total Entry,WR,PF Net,Net Profit,EV/Trade,Avg Win/Loss,Max DD,Recovery Factor,Max Consecutive Loss,SQN,OOS PF,Monte Carlo Pass,MC 95% DD,Positive Year,Worst Year,Periode Backtest,History,Sample v11,Corr Max,Corr Gate,Python Script,MT5 Script
ND_MTF_HURST_CH_f13s34_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,450,32.44444444444444,1.0995498614958445,6440.000000000001,14.311111111111114,2.289473684210526,39.686146042481305,1.6227325256290748,12,0.9263622833583197,1.33108935128519,FAIL,,58.333333333333336,2017,2003-05-05 – 2026-08-27,23.315423226100844,450/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_HURST_CH_f13s34_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_MTF_KELTNER_BO_f5s13_GOLD_H1_SL0.02_TP2.5,H1,PENDING,BOTH,0.02,2.5,694,32.13256484149856,1.0609027286309665,6196.0,8.927953890489913,2.240740740740741,50.133067198935464,1.235910816191108,14,0.7194990406648143,1.1438746438746439,FAIL,,45.833333333333336,2010,2003-05-05 – 2026-08-27,23.315423226100844,694/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_KELTNER_BO_f5s13_GOLD_H1_SL0.02_TP2.5.py,NOT PRESENT
ND_MTF_MACD_HIST_f13s34_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,469,32.19616204690831,1.0871400198609729,5896.799999999999,12.573134328358208,2.289473684210525,49.43757345122838,1.1927769889064976,18,0.8325354705709783,1.4275541795665638,FAIL,,37.5,2016,2003-05-05 – 2026-08-27,23.315423226100844,469/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_MACD_HIST_f13s34_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_MTF_MACD_ZERO_f13s34_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,469,32.19616204690831,1.0871400198609729,5896.799999999999,12.573134328358208,2.289473684210525,49.43757345122838,1.1927769889064976,18,0.8325354705709783,1.4275541795665638,FAIL,,37.5,2016,2003-05-05 – 2026-08-27,23.315423226100844,469/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_MACD_ZERO_f13s34_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_MTF_ROC_ZERO_f5s13_GOLD_H1_SL0.03_TP2.5,H1,PENDING,BOTH,0.03,2.5,351,30.76923076923077,1.0323488045007034,1656.0000000000014,4.717948717948722,2.3227848101265827,53.42440465202137,0.30997069799585397,12,0.27359038850126344,1.1919553630912723,FAIL,,50.0,2015,2003-05-05 – 2026-08-27,23.315423226100844,351/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_ROC_ZERO_f5s13_GOLD_H1_SL0.03_TP2.5.py,NOT PRESENT
ND_MTF_SUPERT_PROXY_f21s55_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,465,30.107526881720432,0.9862348178137648,-952.0000000000032,-2.047311827956996,2.289473684210525,69.70869533474499,-0.13656832844574796,12,-0.137486382942114,1.2148227712137487,FAIL,,58.333333333333336,2017,2003-05-05 – 2026-08-27,23.315423226100844,465/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_SUPERT_PROXY_f21s55_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_MTF_SUPERT_PROXY_f5s13_GOLD_H1_SL0.02_TP2.5,H1,PENDING,BOTH,0.02,2.5,732,32.10382513661202,1.059505179223489,6388.0,8.726775956284152,2.240740740740741,53.68180083937428,1.1899749822316987,14,0.7224541372621268,1.1506506506506506,FAIL,,50.0,2010,2003-05-05 – 2026-08-27,23.315423226100844,732/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_SUPERT_PROXY_f5s13_GOLD_H1_SL0.02_TP2.5.py,NOT PRESENT
ND_MTF_TRIX_ZERO_f5s13_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,453,33.333333333333336,1.1447368421052628,9301.599999999997,20.533333333333324,2.289473684210525,44.84597866474891,2.074121309635171,18,1.3243926910097317,1.4415204678362574,FAIL,,58.333333333333336,2023,2003-05-05 – 2026-08-27,23.315423226100844,453/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_TRIX_ZERO_f5s13_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_MTF_TSI_CROSS_f13s34_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,469,32.19616204690831,1.0871400198609729,5896.799999999999,12.573134328358208,2.289473684210525,49.43757345122838,1.1927769889064976,18,0.8325354705709783,1.4275541795665638,FAIL,,37.5,2016,2003-05-05 – 2026-08-27,23.315423226100844,469/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_MTF_TSI_CROSS_f13s34_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_VM_KELTNER_BO_f21s55_GOLD_H1_SL0.025_TP2.0,H1,PENDING,BOTH,0.025,2.0,571,36.60245183887916,1.0505130228887132,3891.1999999999975,6.814711033274952,1.8195488721804505,45.73329853862213,0.8508461283880165,12,0.5634078953109266,1.29691249400096,FAIL,,58.333333333333336,2010,2003-05-05 – 2026-08-27,23.315423226100844,571/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_VM_KELTNER_BO_f21s55_GOLD_H1_SL0.025_TP2.0.py,NOT PRESENT
ND_VM_RSI_MA_f21s55_GOLD_H1_SL0.025_TP2.0,H1,PENDING,BOTH,0.025,2.0,619,33.11793214862682,0.9009843449202712,-8723.200000000003,-14.0924071082391,1.8195488721804502,105.9060589216233,-0.8236733657000382,11,-1.2416317310574212,0.923770965876229,FAIL,,50.0,2013,2003-05-05 – 2026-08-27,23.315423226100844,619/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_VM_RSI_MA_f21s55_GOLD_H1_SL0.025_TP2.0.py,NOT PRESENT
ND_VM_SUPERT_PROXY_f21s55_GOLD_H1_SL0.025_TP2.0,H1,PENDING,BOTH,0.025,2.0,567,36.15520282186949,1.030407510488929,2342.399999999995,4.1312169312169225,1.8195488721804505,41.244271628940446,0.5679334141414127,14,0.34124800622389717,1.2009022556390976,FAIL,,58.333333333333336,2008,2003-05-05 – 2026-08-27,23.315423226100844,567/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_VM_SUPERT_PROXY_f21s55_GOLD_H1_SL0.025_TP2.0.py,NOT PRESENT
ND_ALL_ATR_BO_f8s21_GOLD_H1_SL0.025_TP2.0,H1,PENDING,BOTH,0.025,2.0,579,35.924006908462864,1.02012443507691,1588.7999999999984,2.7440414507771993,1.8195488721804502,67.15272448196498,0.2365950171428559,11,0.22937106989493683,1.3170068027210882,FAIL,,37.5,2006,2003-05-05 – 2026-08-27,23.315423226100844,579/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_ATR_BO_f8s21_GOLD_H1_SL0.025_TP2.0.py,NOT PRESENT
ND_ALL_BB_SQZ_f13s34_GOLD_H1_SL0.02_TP2.0,H1,PENDING,BOTH,0.02,2.0,841,37.45541022592152,1.064638783269962,7344.0,8.732461355529132,1.7777777777777777,33.56756756756757,2.1878260869565214,10,0.8720296802128866,1.1544011544011543,FAIL,,62.5,2024,2003-05-05 – 2026-08-27,23.315423226100844,841/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_BB_SQZ_f13s34_GOLD_H1_SL0.02_TP2.0.py,NOT PRESENT
ND_ALL_HMA_CROSS_f8s21_GOLD_H1_SL0.025_TP2.5,H1,PENDING,BOTH,0.025,2.5,468,29.700854700854702,0.9672852343625019,-2290.4000000000015,-4.894017094017097,2.289473684210526,117.63673811884973,-0.1947010803449841,13,-0.33100219399322883,1.4881578947368421,FAIL,,41.666666666666664,2017,2003-05-05 – 2026-08-27,23.315423226100844,468/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_HMA_CROSS_f8s21_GOLD_H1_SL0.025_TP2.5.py,NOT PRESENT
ND_ALL_KAMA_TREND_f5s13_GOLD_H1_SL0.02_TP2.5,H1,PENDING,BOTH,0.02,2.5,732,32.10382513661202,1.059505179223489,6388.0,8.726775956284152,2.240740740740741,53.68180083937428,1.1899749822316987,14,0.7224541372621268,1.1506506506506506,FAIL,,50.0,2010,2003-05-05 – 2026-08-27,23.315423226100844,732/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_KAMA_TREND_f5s13_GOLD_H1_SL0.02_TP2.5.py,NOT PRESENT
ND_ALL_MACD_HIST_f8s21_GOLD_H1_SL0.025_TP2.0,H1,PENDING,BOTH,0.025,2.0,597,36.01340033500838,1.0240916427193631,1958.399999999997,3.280402010050246,1.8195488721804502,51.29184166984862,0.3818151066997506,15,0.27828282549073524,1.0442628309905195,FAIL,,58.333333333333336,2020,2003-05-05 – 2026-08-27,23.315423226100844,597/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_MACD_HIST_f8s21_GOLD_H1_SL0.025_TP2.0.py,NOT PRESENT
ND_ALL_OBV_CROSS_f13s34_GOLD_H1_SL0.02_TP2.0,H1,PENDING,BOTH,0.02,2.0,836,38.75598086124402,1.125,13824.0,16.535885167464116,1.7777777777777777,24.7791519434629,5.578883422459893,9,1.63560386402087,1.2002830856334041,FAIL,,75.0,2009,2003-05-05 – 2026-08-27,23.315423226100844,836/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_OBV_CROSS_f13s34_GOLD_H1_SL0.02_TP2.0.py,NOT PRESENT
ND_ALL_ROC_ZERO_f5s13_GOLD_H1_SL0.03_TP2.0,H1,PENDING,BOTH,0.03,2.0,450,34.44444444444444,0.9710362583136666,-1800.0000000000023,-4.000000000000005,1.8481012658227849,57.92048929663608,-0.31077085533262977,9,-0.29761214811446074,1.1258547941219255,FAIL,,33.333333333333336,2015,2003-05-05 – 2026-08-27,23.315423226100844,450/300 PASS,,BASE FAIL,strategies/scripts/python/GOLD/ND_ALL_ROC_ZERO_f5s13_GOLD_H1_SL0.03_TP2.0.py,NOT PRESENT
