Date,Open,High,Low,Close,Volume
2025-11-03T10:00:00Z,4000.675,4005.085,3994.44,3998.715,31531.0
2025-11-03T11:00:00Z,3998.645,4008.76,3994.34,4007.69,28643.0
2025-11-03T12:00:00Z,4007.71,4013.8,4001.905,4013.61,27092.0
2025-11-03T13:00:00Z,4013.59,4020.765,4010.865,4016.155,52773.0
2025-11-03T14:00:00Z,4015.96,4026.155,4001.755,4022.855,60189.0
2025-11-03T15:00:00Z,4022.84,4030.825,4003.39,4008.59,79398.0
2025-11-03T16:00:00Z,4008.595,4013.545,3995.22,4008.48,51739.0
2025-11-03T17:00:00Z,4008.495,4012.245,4003.59,4006.23,28079.0
2025-11-03T18:00:00Z,4006.305,4009.78,3999.57,4006.435,23433.0
2025-11-03T19:00:00Z,4006.42,4008.295,3995.445,4004.66,26337.0
2025-11-03T20:00:00Z,4004.655,4015.06,4004.59,4010.315,25103.0
2025-11-03T21:00:00Z,4010.24,4010.24,4000.12,4001.605,6157.0
2025-11-03T23:00:00Z,4005.115,4005.27,3981.565,3997.27,13568.0
2025-11-04T00:00:00Z,3997.36,3999.295,3978.675,3986.51,25263.0
2025-11-04T01:00:00Z,3986.58,3994.81,3979.64,3987.545,38442.0
2025-11-04T02:00:00Z,3987.52,3987.535,3975.57,3986.685,25570.0
2025-11-04T03:00:00Z,3986.855,3999.465,3981.7,3994.64,14225.0
2025-11-04T04:00:00Z,3994.615,3995.26,3984.225,3985.645,13545.0
2025-11-04T05:00:00Z,3985.275,3987.345,3972.805,3973.355,26275.0
2025-11-04T06:00:00Z,3973.365,3988.145,3966.605,3985.095,25621.0
2025-11-04T07:00:00Z,3985.165,3996.585,3982.31,3993.9,21263.0
2025-11-04T08:00:00Z,3993.91,4000.855,3990.665,3996.14,22663.0
2025-11-04T09:00:00Z,3996.165,3999.62,3990.535,3991.27,19027.0
2025-11-04T10:00:00Z,3991.245,3997.655,3986.065,3993.94,30354.0
2025-11-04T11:00:00Z,3993.96,4000.085,3991.845,3994.97,25006.0
2025-11-04T12:00:00Z,3994.995,3997.61,3983.7,3984.765,33056.0
2025-11-04T13:00:00Z,3984.72,3996.09,3971.855,3975.82,53323.0
2025-11-04T14:00:00Z,3975.8,3977.875,3928.685,3957.12,61280.0
2025-11-04T15:00:00Z,3957.08,3968.35,3941.41,3956.91,52683.0
2025-11-04T16:00:00Z,3956.92,3975.685,3956.815,3969.14,39561.0
2025-11-04T17:00:00Z,3969.15,3971.165,3952.375,3955.08,24973.0
2025-11-04T18:00:00Z,3954.825,3956.93,3932.04,3937.81,26815.0
2025-11-04T19:00:00Z,3937.815,3944.245,3934.63,3937.5,22050.0
2025-11-04T20:00:00Z,3937.55,3942.2,3931.275,3938.77,28225.0
2025-11-04T21:00:00Z,3938.79,3939.14,3930.56,3932.1,6490.0
